INDEX,IMEI w CheckSum,NOTE,BT,WIFI,MSN,PVK FILENAME,FSN,Network Code,RSA Key,SIM Lock,Original IMEI,CheckSum
0011,358290053788845,EVT,1CE1921B2835,1CE1921C2835,GLA2F00011000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378884,5
0012,358290053788852,EVT,1CE1921B2836,1CE1921C2836,GLA2F00012000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378885,2
0013,358290053788860,EVT,1CE1921B2837,1CE1921C2837,GLA2F00013000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378886,0
0014,358290053788878,EVT,1CE1921B2838,1CE1921C2838,GLA2F00014000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378887,8
0015,358290053788886,EVT,1CE1921B2839,1CE1921C2839,GLA2F00015000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378888,6
0016,358290053788894,EVT,1CE1921B283A,1CE1921C283A,GLA2F00016000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378889,4
0017,358290053788902,EVT,1CE1921B283B,1CE1921C283B,GLA2F00017000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378890,2
0018,358290053788910,EVT,1CE1921B283C,1CE1921C283C,GLA2F00018000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378891,0
0019,358290053788928,EVT,1CE1921B283D,1CE1921C283D,GLA2F00019000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378892,8
0020,358290053788936,EVT,1CE1921B283E,1CE1921C283E,GLA2F00020000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378893,6
0021,358290053788944,EVT,1CE1921B283F,1CE1921C283F,GLA2F00021000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378894,4
0022,358290053788951,EVT,1CE1921B2840,1CE1921C2840,GLA2F00022000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378895,1
0023,358290053788969,EVT,1CE1921B2841,1CE1921C2841,GLA2F00023000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378896,9
0024,358290053788977,EVT,1CE1921B2842,1CE1921C2842,GLA2F00024000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378897,7
0025,358290053788985,EVT,1CE1921B2843,1CE1921C2843,GLA2F00025000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378898,5
0026,358290053788993,EVT,1CE1921B2844,1CE1921C2844,GLA2F00026000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378899,3
0027,358290053789009,EVT,1CE1921B2845,1CE1921C2845,GLA2F00027000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378900,9
0028,358290053789017,EVT,1CE1921B2846,1CE1921C2846,GLA2F00028000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378901,7
0029,358290053789025,EVT,1CE1921B2847,1CE1921C2847,GLA2F00029000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378902,5
0030,358290053789033,EVT,1CE1921B2848,1CE1921C2848,GLA2F00030000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378903,3
0031,358290053789041,EVT,1CE1921B2849,1CE1921C2849,GLA2F00031000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378904,1
0032,358290053789058,EVT,1CE1921B284A,1CE1921C284A,GLA2F00032000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378905,8
0033,358290053789066,EVT,1CE1921B284B,1CE1921C284B,GLA2F00033000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378906,6
0034,358290053789074,EVT,1CE1921B284C,1CE1921C284C,GLA2F00034000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378907,4
0035,358290053789082,EVT,1CE1921B284D,1CE1921C284D,GLA2F00035000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378908,2
0036,358290053789090,EVT,1CE1921B284E,1CE1921C284E,GLA2F00036000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378909,0
0037,358290053789108,EVT,1CE1921B284F,1CE1921C284F,GLA2F00037000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378910,8
0038,358290053789116,EVT,1CE1921B2850,1CE1921C2850,GLA2F00038000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378911,6
0039,358290053789124,EVT,1CE1921B2851,1CE1921C2851,GLA2F00039000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378912,4
0040,358290053789132,EVT,1CE1921B2852,1CE1921C2852,GLA2F00040000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378913,2
0041,358290053789140,EVT,1CE1921B2853,1CE1921C2853,GLA2F00041000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378914,0
0042,358290053789157,EVT,1CE1921B2854,1CE1921C2854,GLA2F00042000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378915,7
0043,358290053789165,EVT,1CE1921B2855,1CE1921C2855,GLA2F00043000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378916,5
0044,358290053789173,EVT,1CE1921B2856,1CE1921C2856,GLA2F00044000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378917,3
0045,358290053789181,EVT,1CE1921B2857,1CE1921C2857,GLA2F00045000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378918,1
0046,358290053789199,EVT,1CE1921B2858,1CE1921C2858,GLA2F00046000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378919,9
0047,358290053789207,EVT,1CE1921B2859,1CE1921C2859,GLA2F00047000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378920,7
0048,358290053789215,EVT,1CE1921B285A,1CE1921C285A,GLA2F00048000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378921,5
0049,358290053789223,EVT,1CE1921B285B,1CE1921C285B,GLA2F00049000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378922,3
0050,358290053789231,EVT,1CE1921B285C,1CE1921C285C,GLA2F00050000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378923,1
0051,358290053789249,EVT,1CE1921B285D,1CE1921C285D,GLA2F00051000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378924,9
0052,358290053789256,EVT,1CE1921B285E,1CE1921C285E,GLA2F00052000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378925,6
0053,358290053789264,EVT,1CE1921B285F,1CE1921C285F,GLA2F00053000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378926,4
0054,358290053789272,EVT,1CE1921B2860,1CE1921C2860,GLA2F00054000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378927,2
0055,358290053789280,EVT,1CE1921B2861,1CE1921C2861,GLA2F00055000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378928,0
0056,358290053789298,EVT,1CE1921B2862,1CE1921C2862,GLA2F00056000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378929,8
0057,358290053789306,EVT,1CE1921B2863,1CE1921C2863,GLA2F00057000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378930,6
0058,358290053789314,EVT,1CE1921B2864,1CE1921C2864,GLA2F00058000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378931,4
0059,358290053789322,EVT,1CE1921B2865,1CE1921C2865,GLA2F00059000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378932,2
0060,358290053789330,EVT,1CE1921B2866,1CE1921C2866,GLA2F00060000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378933,0
0061,358290053789348,EVT,1CE1921B2867,1CE1921C2867,GLA2F00061000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378934,8
0062,358290053789355,EVT,1CE1921B2868,1CE1921C2868,GLA2F00062000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378935,5
0063,358290053789363,EVT,1CE1921B2869,1CE1921C2869,GLA2F00063000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378936,3
0064,358290053789371,EVT,1CE1921B286A,1CE1921C286A,GLA2F00064000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378937,1
0065,358290053789389,EVT,1CE1921B286B,1CE1921C286B,GLA2F00065000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378938,9
0066,358290053789397,EVT,1CE1921B286C,1CE1921C286C,GLA2F00066000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378939,7
0067,358290053789405,EVT,1CE1921B286D,1CE1921C286D,GLA2F00067000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378940,5
0068,358290053789413,EVT,1CE1921B286E,1CE1921C286E,GLA2F00068000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378941,3
0069,358290053789421,EVT,1CE1921B286F,1CE1921C286F,GLA2F00069000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378942,1
0070,358290053789439,EVT,1CE1921B2870,1CE1921C2870,GLA2F00070000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378943,9
0071,358290053789447,EVT,1CE1921B2871,1CE1921C2871,GLA2F00071000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378944,7
0072,358290053789454,EVT,1CE1921B2872,1CE1921C2872,GLA2F00072000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378945,4
0073,358290053789462,EVT,1CE1921B2873,1CE1921C2873,GLA2F00073000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378946,2
0074,358290053789470,EVT,1CE1921B2874,1CE1921C2874,GLA2F00074000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378947,0
0075,358290053789488,EVT,1CE1921B2875,1CE1921C2875,GLA2F00075000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378948,8
0076,358290053789496,EVT,1CE1921B2876,1CE1921C2876,GLA2F00076000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378949,6
0077,358290053789504,EVT,1CE1921B2877,1CE1921C2877,GLA2F00077000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378950,4
0078,358290053789512,EVT,1CE1921B2878,1CE1921C2878,GLA2F00078000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378951,2
0079,358290053789520,EVT,1CE1921B2879,1CE1921C2879,GLA2F00079000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378952,0
0080,358290053789538,EVT,1CE1921B287A,1CE1921C287A,GLA2F00080000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378953,8
0081,358290053789546,EVT,1CE1921B287B,1CE1921C287B,GLA2F00081000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378954,6
0082,358290053789553,EVT,1CE1921B287C,1CE1921C287C,GLA2F00082000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378955,3
0083,358290053789561,EVT,1CE1921B287D,1CE1921C287D,GLA2F00083000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378956,1
0084,358290053789579,EVT,1CE1921B287E,1CE1921C287E,GLA2F00084000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378957,9
0085,358290053789587,EVT,1CE1921B287F,1CE1921C287F,GLA2F00085000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378958,7
0086,358290053789595,EVT,1CE1921B2880,1CE1921C2880,GLA2F00086000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378959,5
0087,358290053789603,EVT,1CE1921B2881,1CE1921C2881,GLA2F00087000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378960,3
0088,358290053789611,EVT,1CE1921B2882,1CE1921C2882,GLA2F00088000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378961,1
0089,358290053789629,EVT,1CE1921B2883,1CE1921C2883,GLA2F00089000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378962,9
0090,358290053789637,EVT,1CE1921B2884,1CE1921C2884,GLA2F00090000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378963,7
0091,358290053789645,EVT,1CE1921B2885,1CE1921C2885,GLA2F00091000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378964,5
0092,358290053789652,EVT,1CE1921B2886,1CE1921C2886,GLA2F00092000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378965,2
0093,358290053789660,EVT,1CE1921B2887,1CE1921C2887,GLA2F00093000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378966,0
0094,358290053789678,EVT,1CE1921B2888,1CE1921C2888,GLA2F00094000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378967,8
0095,358290053789686,EVT,1CE1921B2889,1CE1921C2889,GLA2F00095000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378968,6
0096,358290053789694,EVT,1CE1921B288A,1CE1921C288A,GLA2F00096000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378969,4
0097,358290053789702,EVT,1CE1921B288B,1CE1921C288B,GLA2F00097000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378970,2
0098,358290053789710,EVT,1CE1921B288C,1CE1921C288C,GLA2F00098000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378971,0
0099,358290053789728,EVT,1CE1921B288D,1CE1921C288D,GLA2F00099000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378972,8
0100,358290053789736,EVT,1CE1921B288E,1CE1921C288E,GLA2F00100000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378973,6
0101,358290053789744,EVT,1CE1921B288F,1CE1921C288F,GLA2F00101000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378974,4
